ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
239585,16-25,male,majority,0-9y,high school,middle class,0.252207584,1,before 2015,0,1,10238,11000,sedan,0,0,0,1
647951,16-25,male,majority,0-9y,none,poverty,0.371918074,0,before 2015,0,1,10238,15000,sedan,0,0,0,1
18507,40-64,male,majority,0-9y,none,middle class,0.615701839,0,before 2015,1,1,10238,,sedan,0,0,0,0
893816,65+,female,minority,0-9y,none,upper class,0.630056111,1,after 2015,1,1,32765,6000,sedan,0,0,0,0
984965,26-39,male,majority,10-19y,none,poverty,0.285288397,1,before 2015,0,0,10238,,sports car,0,0,1,0
964147,16-25,male,majority,0-9y,university,working class,0.509842695,1,before 2015,0,0,10238,19000,sports car,0,0,0,1
882962,26-39,male,majority,10-19y,university,middle class,0.587104908,1,before 2015,1,0,10238,16000,sedan,4,0,1,0
699751,16-25,male,majority,0-9y,high school,poverty,0.34451965,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
344025,26-39,male,majority,0-9y,high school,middle class,,0,before 2015,0,1,10238,10000,sedan,0,0,0,1
769065,40-64,male,majority,10-19y,high school,middle class,0.44339843,1,before 2015,0,1,92101,12000,sedan,1,1,3,1
767868,26-39,male,majority,10-19y,high school,working class,0.456998546,1,before 2015,0,1,10238,11000,sedan,0,1,2,0
303570,40-64,female,majority,20-29y,high school,upper class,0.622213415,1,before 2015,1,0,10238,11000,sedan,5,0,3,0
209690,65+,female,majority,20-29y,none,upper class,0.760070858,1,after 2015,1,1,10238,9000,sedan,2,0,2,0
867896,40-64,female,majority,20-29y,university,upper class,0.614085156,1,after 2015,1,1,32765,5000,sedan,2,1,0,0
612120,65+,female,majority,0-9y,university,upper class,0.626820001,1,after 2015,1,1,10238,9000,sedan,0,0,0,0
742574,40-64,female,majority,10-19y,high school,upper class,0.545691476,1,before 2015,1,1,32765,9000,sedan,4,0,0,0
358078,16-25,male,majority,0-9y,high school,working class,0.422074044,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
909281,26-39,male,majority,10-19y,none,working class,,0,before 2015,0,1,10238,14000,sedan,2,0,1,1
349830,40-64,male,majority,0-9y,university,upper class,0.518380567,1,after 2015,1,0,32765,12000,sedan,0,0,0,0
405353,26-39,male,majority,10-19y,university,upper class,0.572384405,1,after 2015,1,1,92101,15000,sedan,1,0,1,0
729172,16-25,male,majority,0-9y,high school,poverty,,1,before 2015,0,1,10238,12000,sedan,0,0,0,1
370748,40-64,male,majority,10-19y,high school,upper class,0.520069285,1,after 2015,1,1,10238,10000,sedan,3,0,2,0
663811,40-64,female,majority,20-29y,high school,upper class,0.458420743,0,before 2015,1,1,32765,15000,sedan,1,1,0,0
944418,26-39,male,majority,10-19y,university,upper class,0.488759439,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
882603,26-39,male,majority,10-19y,university,working class,0.291001711,1,before 2015,0,1,10238,10000,sedan,2,1,3,0
495981,40-64,male,majority,20-29y,university,upper class,0.660285268,0,before 2015,1,1,10238,5000,sedan,1,0,6,0
657770,26-39,male,majority,10-19y,high school,middle class,0.553095184,1,before 2015,1,1,10238,9000,sedan,0,0,1,0
314198,26-39,male,majority,10-19y,university,middle class,0.609018511,1,after 2015,1,0,10238,,sedan,0,0,0,0
255663,16-25,female,majority,0-9y,high school,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
605650,65+,female,majority,10-19y,university,upper class,0.780728978,1,before 2015,1,1,10238,8000,sedan,1,0,2,0
644428,65+,female,majority,10-19y,high school,upper class,0.655323952,0,before 2015,0,1,32765,8000,sedan,3,0,1,1
48329,40-64,male,majority,10-19y,university,upper class,0.533042696,0,after 2015,1,1,10238,12000,sedan,1,1,2,1
85337,40-64,female,majority,20-29y,high school,upper class,0.372767043,1,after 2015,0,0,32765,15000,sedan,3,0,2,0
229520,26-39,male,majority,10-19y,university,upper class,0.601456546,1,after 2015,1,1,10238,12000,sedan,1,0,2,0
716007,16-25,female,majority,0-9y,none,poverty,0.514235189,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
491694,26-39,female,majority,0-9y,university,upper class,,1,after 2015,1,1,10238,13000,sedan,0,0,0,0
722940,40-64,female,majority,10-19y,university,upper class,0.582567075,1,before 2015,0,0,10238,17000,sports car,0,0,0,0
886472,26-39,female,majority,10-19y,none,poverty,0.424731218,0,before 2015,0,0,10238,19000,sedan,1,0,0,1
219586,65+,male,majority,10-19y,university,upper class,0.574992636,1,after 2015,1,1,92101,11000,sedan,0,0,0,0
480416,16-25,male,majority,0-9y,high school,working class,0.343098645,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
945424,65+,male,majority,10-19y,high school,upper class,0.536008883,1,before 2015,1,1,10238,12000,sedan,0,0,1,0
719571,65+,male,majority,30y+,high school,upper class,0.634376373,1,after 2015,1,1,10238,12000,sedan,6,1,3,0
739171,40-64,female,majority,20-29y,high school,upper class,0.510904561,1,before 2015,1,1,10238,10000,sedan,1,0,3,0
933988,65+,female,majority,10-19y,high school,upper class,0.588780424,0,after 2015,1,1,10238,9000,sedan,0,0,1,0
557509,65+,female,majority,30y+,university,upper class,0.589524899,1,before 2015,1,1,10238,,sedan,2,0,1,0
573539,65+,male,majority,30y+,university,upper class,,1,after 2015,0,1,92101,18000,sedan,1,0,3,0
562979,65+,female,majority,30y+,high school,upper class,0.509224941,0,after 2015,1,1,10238,13000,sedan,0,0,3,0
819805,16-25,male,majority,0-9y,none,poverty,0.216322782,1,before 2015,0,0,10238,11000,sedan,0,0,0,0
755181,26-39,female,majority,0-9y,high school,poverty,0.329004604,0,before 2015,0,1,32765,7000,sedan,0,0,0,0
386944,16-25,male,minority,0-9y,high school,poverty,0.269992807,0,before 2015,0,1,32765,15000,sedan,0,0,0,1
268399,40-64,male,majority,20-29y,high school,upper class,0.537064953,1,before 2015,1,1,10238,8000,sedan,3,1,1,0
99363,65+,female,majority,30y+,university,upper class,0.540156006,0,after 2015,0,1,10238,15000,sedan,1,0,0,0
544240,40-64,male,majority,20-29y,high school,poverty,0.302290193,0,before 2015,0,1,10238,12000,sedan,6,0,1,0
486821,26-39,female,majority,10-19y,none,poverty,0.364990986,0,before 2015,0,0,10238,,sedan,0,0,0,0
885068,65+,male,minority,10-19y,university,upper class,0.573744455,1,before 2015,1,1,10238,,sedan,2,0,0,0
604295,26-39,male,majority,10-19y,high school,upper class,0.748537056,1,after 2015,0,1,10238,17000,sedan,0,0,1,0
11081,40-64,female,majority,0-9y,high school,upper class,0.539360724,1,before 2015,1,1,10238,7000,sedan,0,0,0,0
71810,16-25,female,majority,0-9y,none,poverty,0.273623766,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
220730,65+,female,majority,10-19y,high school,upper class,0.636343767,1,before 2015,1,1,10238,13000,sports car,1,0,2,1
699275,26-39,female,majority,10-19y,high school,upper class,0.801189227,1,before 2015,1,1,10238,9000,sedan,2,0,0,0
805456,26-39,female,majority,10-19y,university,middle class,0.632214469,1,before 2015,0,0,10238,14000,sedan,0,0,1,0
561073,16-25,female,majority,0-9y,high school,working class,0.536560059,1,before 2015,1,1,10238,11000,sedan,0,0,0,0
533665,40-64,male,minority,20-29y,university,upper class,0.6239669,1,before 2015,1,0,10238,13000,sedan,1,0,0,0
197012,40-64,female,majority,0-9y,university,upper class,0.694979516,1,after 2015,0,1,32765,12000,sedan,0,0,0,0
370288,16-25,male,majority,0-9y,none,poverty,0.36943982,1,before 2015,0,0,10238,16000,sedan,0,0,0,1
929863,16-25,male,majority,0-9y,high school,poverty,0.29385731,0,before 2015,0,1,10238,14000,sedan,0,0,0,1
265253,65+,female,majority,30y+,none,upper class,0.626983533,1,before 2015,0,0,32765,19000,sedan,5,3,0,1
44182,16-25,male,majority,0-9y,university,middle class,0.585968493,1,before 2015,0,0,10238,,sedan,0,0,0,1
522222,16-25,male,majority,0-9y,university,working class,0.238106104,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
450881,16-25,female,majority,0-9y,none,poverty,0.381208268,1,before 2015,0,1,10238,11000,sedan,0,0,0,1
771061,26-39,male,minority,10-19y,none,working class,0.422759179,0,after 2015,0,1,32765,10000,sedan,6,1,2,0
252639,16-25,male,majority,0-9y,none,poverty,0.230888176,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
697860,16-25,female,majority,0-9y,university,middle class,0.68132595,0,before 2015,1,0,32765,9000,sedan,0,0,0,1
19371,40-64,male,majority,10-19y,university,upper class,0.600204472,1,after 2015,1,1,10238,9000,sedan,0,1,1,0
153822,16-25,female,majority,0-9y,high school,poverty,0.373765957,0,before 2015,0,1,32765,9000,sedan,0,0,0,1
312613,26-39,male,majority,10-19y,university,middle class,0.43064851,1,before 2015,1,1,10238,12000,sedan,0,0,5,0
376376,16-25,female,majority,0-9y,high school,poverty,0.274257056,1,before 2015,0,1,10238,12000,sedan,0,0,0,1
604416,26-39,female,majority,10-19y,none,poverty,0.318223276,0,before 2015,0,0,10238,18000,sedan,2,0,1,0
395742,26-39,male,majority,10-19y,high school,working class,0.414362545,0,before 2015,1,1,10238,11000,sedan,1,0,1,1
504214,40-64,male,majority,20-29y,high school,upper class,0.522642567,1,before 2015,1,1,10238,14000,sedan,2,1,2,0
339992,65+,female,majority,10-19y,university,upper class,0.658908564,1,before 2015,1,1,10238,13000,sedan,0,0,1,0
701369,26-39,female,majority,10-19y,university,middle class,0.481160766,1,after 2015,0,0,10238,17000,sedan,1,0,1,0
538823,65+,female,majority,30y+,university,upper class,0.780688756,1,before 2015,1,1,10238,10000,sedan,4,1,2,0
774276,65+,female,majority,0-9y,none,upper class,0.707133449,1,after 2015,1,1,10238,11000,sedan,0,0,0,0
748701,40-64,female,majority,0-9y,university,upper class,0.599367154,1,before 2015,1,1,10238,9000,sedan,0,0,0,1
998663,40-64,female,majority,20-29y,university,upper class,0.845575852,1,before 2015,1,1,32765,8000,sedan,3,1,0,0
226528,65+,female,majority,30y+,high school,middle class,0.517544579,1,after 2015,1,1,10238,14000,sedan,3,1,2,0
899994,16-25,male,majority,0-9y,high school,poverty,0.404108546,1,before 2015,0,1,10238,,sedan,0,0,0,0
597224,16-25,female,majority,0-9y,high school,middle class,0.552021773,0,before 2015,0,0,10238,22000,sedan,0,0,0,1
621132,26-39,female,majority,10-19y,high school,middle class,,1,before 2015,0,0,10238,18000,sedan,0,0,0,1
978850,26-39,male,majority,10-19y,high school,working class,,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
300883,26-39,female,majority,0-9y,high school,upper class,0.460793277,1,before 2015,0,1,10238,18000,sedan,0,0,0,0
864123,65+,female,majority,0-9y,university,upper class,0.600426298,1,before 2015,0,1,10238,12000,sedan,0,0,0,0
777010,26-39,female,majority,10-19y,none,poverty,0.329615799,0,before 2015,0,1,10238,14000,sedan,0,0,0,1
163282,16-25,female,majority,0-9y,high school,working class,0.276344597,0,before 2015,0,1,10238,15000,sports car,0,0,0,1
23958,26-39,male,majority,10-19y,university,working class,0.516969771,1,before 2015,1,1,10238,,sedan,2,0,5,0
418431,40-64,male,majority,20-29y,high school,middle class,0.558219929,0,before 2015,1,1,10238,11000,sports car,4,0,3,0
587705,26-39,male,majority,10-19y,high school,middle class,,1,before 2015,0,1,32765,12000,sedan,5,0,1,1
73625,16-25,female,majority,0-9y,none,poverty,0.318854498,1,before 2015,0,0,10238,11000,sedan,0,0,0,0
412029,40-64,female,majority,20-29y,high school,upper class,0.699202834,1,after 2015,1,0,10238,13000,sedan,2,1,1,0
749244,40-64,female,majority,0-9y,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,0,0,0,0
420659,40-64,male,majority,0-9y,none,working class,0.27226326,1,before 2015,1,1,10238,9000,sedan,0,0,0,1
807092,26-39,female,majority,10-19y,university,middle class,0.639080076,0,before 2015,1,1,10238,10000,sedan,0,0,0,0
474084,26-39,male,majority,0-9y,high school,poverty,0.446111965,1,before 2015,0,0,32765,14000,sedan,0,0,0,1
859498,40-64,male,minority,20-29y,none,upper class,0.527389827,1,after 2015,1,1,10238,,sedan,1,0,4,0
329567,65+,male,majority,30y+,university,upper class,0.645228177,1,after 2015,1,1,32765,8000,sedan,7,1,3,0
634462,16-25,male,majority,0-9y,high school,working class,0.429583198,0,after 2015,0,1,10238,13000,sedan,0,0,0,1
123644,65+,female,majority,10-19y,high school,upper class,0.74351756,1,after 2015,1,1,10238,11000,sedan,0,0,1,0
995010,26-39,male,majority,10-19y,none,working class,0.539990198,0,before 2015,0,0,10238,22000,sedan,0,0,0,1
49673,65+,male,majority,30y+,university,upper class,0.424515128,1,after 2015,0,1,32765,13000,sedan,7,1,3,0
193717,40-64,female,majority,20-29y,university,upper class,0.547999801,1,after 2015,0,1,10238,15000,sedan,0,0,1,0
627888,40-64,female,majority,20-29y,none,working class,0.451622202,1,before 2015,1,1,32765,11000,sedan,4,1,0,0
241658,26-39,female,majority,10-19y,high school,upper class,0.660920929,0,before 2015,1,0,10238,12000,sedan,0,0,0,0
119673,65+,male,majority,30y+,university,upper class,,1,before 2015,0,1,10238,8000,sedan,4,0,6,0
709815,26-39,female,majority,0-9y,university,working class,0.325464156,1,before 2015,0,0,10238,13000,sedan,0,0,0,1
870932,40-64,male,majority,10-19y,university,upper class,0.524243914,1,after 2015,1,1,10238,10000,sedan,2,0,3,0
634716,26-39,male,majority,10-19y,high school,working class,0.339355342,0,before 2015,0,1,10238,,sedan,3,0,2,1
594766,65+,female,majority,30y+,university,upper class,,1,before 2015,1,1,10238,7000,sedan,3,1,1,0
171600,26-39,female,majority,10-19y,none,poverty,0.447556241,1,before 2015,0,0,10238,17000,sedan,1,0,0,1
366481,26-39,female,majority,0-9y,high school,working class,0.59297463,0,before 2015,0,1,32765,10000,sedan,0,0,0,1
429182,16-25,male,majority,0-9y,high school,middle class,0.45567789,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
862452,26-39,female,majority,10-19y,high school,middle class,0.657031527,1,after 2015,1,0,10238,,sedan,0,0,1,0
725715,40-64,female,majority,20-29y,university,upper class,0.747822678,1,after 2015,1,1,10238,11000,sedan,0,1,3,0
858974,65+,male,majority,30y+,high school,middle class,0.488066426,1,before 2015,1,1,10238,14000,sedan,6,0,11,0
591054,40-64,female,majority,10-19y,high school,middle class,0.654207292,1,before 2015,1,1,10238,9000,sedan,1,0,3,0
122054,65+,male,majority,30y+,university,upper class,0.668355697,1,after 2015,1,0,32765,9000,sedan,10,4,3,0
971543,16-25,male,majority,0-9y,high school,poverty,0.21042838,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
837306,40-64,male,majority,0-9y,university,upper class,,0,before 2015,1,0,10238,13000,sedan,0,0,0,1
954377,26-39,male,majority,0-9y,high school,working class,0.347024168,1,before 2015,0,1,32765,8000,sedan,0,0,0,0
563007,16-25,female,minority,0-9y,none,poverty,0.390145171,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
256032,40-64,female,majority,20-29y,university,upper class,0.482927528,1,after 2015,1,0,10238,,sedan,0,0,6,0
871439,26-39,male,majority,0-9y,none,middle class,0.569358584,0,before 2015,1,1,10238,11000,sedan,0,0,0,1
416994,65+,male,majority,0-9y,high school,upper class,0.649838049,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
715593,26-39,female,majority,10-19y,high school,middle class,0.507880254,1,before 2015,1,1,10238,10000,sedan,2,0,1,0
493334,16-25,male,majority,0-9y,university,working class,0.384912165,0,after 2015,0,1,10238,14000,sedan,0,0,0,1
133396,65+,female,minority,30y+,university,upper class,0.496593061,1,after 2015,1,1,10238,10000,sedan,2,1,3,0
738155,26-39,male,majority,10-19y,high school,working class,0.29761163,0,before 2015,0,0,10238,12000,sedan,2,0,4,0
927919,65+,female,majority,30y+,university,upper class,0.714546497,1,before 2015,1,1,10238,11000,sedan,1,0,1,0
26345,65+,female,majority,30y+,high school,upper class,0.642813327,1,after 2015,1,0,92101,14000,sedan,1,0,1,0
771470,26-39,male,majority,0-9y,high school,working class,0.459215333,0,before 2015,0,1,10238,13000,sports car,0,0,0,1
779224,26-39,female,majority,10-19y,high school,middle class,0.518948633,1,before 2015,1,1,10238,14000,sedan,1,0,0,0
766151,40-64,male,majority,10-19y,university,middle class,0.626671863,1,before 2015,1,1,32765,4000,sedan,5,0,1,0
737101,26-39,female,majority,10-19y,none,poverty,0.403742119,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
447678,40-64,female,majority,20-29y,none,working class,0.553114614,1,before 2015,1,1,32765,9000,sedan,3,0,0,0
599588,40-64,female,majority,10-19y,high school,poverty,0.309904075,0,before 2015,0,1,10238,12000,sports car,1,0,0,1
237997,65+,male,majority,0-9y,university,upper class,0.573748925,1,after 2015,0,1,10238,12000,sedan,0,0,0,0
324769,65+,male,majority,30y+,high school,upper class,0.417131348,1,after 2015,1,1,10238,,sedan,6,2,4,0
710116,26-39,male,majority,10-19y,university,middle class,0.530168474,1,after 2015,0,1,92101,12000,sedan,1,0,0,0
574085,40-64,female,majority,20-29y,university,upper class,0.561630809,1,after 2015,1,1,10238,8000,sedan,2,0,0,0
445253,16-25,female,majority,0-9y,university,middle class,0.566000431,1,before 2015,0,1,32765,11000,sedan,0,0,0,1
322542,16-25,male,majority,0-9y,high school,poverty,0.289027267,0,before 2015,0,0,10238,,sedan,0,0,0,1
816454,40-64,female,majority,10-19y,high school,upper class,0.677680798,1,before 2015,1,1,10238,12000,sedan,1,0,1,0
667833,26-39,male,majority,10-19y,none,middle class,0.501072902,1,before 2015,1,1,10238,15000,sedan,2,0,1,0
617787,65+,male,majority,10-19y,none,upper class,0.563988189,1,after 2015,1,1,10238,9000,sedan,3,1,2,0
287643,40-64,male,majority,20-29y,university,upper class,0.559966745,1,before 2015,1,1,10238,,sedan,2,0,1,0
254901,26-39,female,majority,10-19y,university,upper class,0.587311221,1,before 2015,1,1,10238,12000,sedan,6,0,1,0
443241,65+,male,majority,0-9y,university,upper class,,1,after 2015,1,1,10238,9000,sedan,0,0,0,0
659468,65+,male,majority,10-19y,university,upper class,0.554603094,1,before 2015,0,1,10238,12000,sedan,2,0,2,1
30313,40-64,male,majority,10-19y,high school,middle class,0.621809345,1,before 2015,1,1,10238,11000,sedan,1,0,0,0
99995,40-64,female,majority,20-29y,high school,working class,0.33766553,1,before 2015,0,0,92101,18000,sedan,0,0,0,0
817251,26-39,male,majority,10-19y,high school,middle class,0.664091197,1,before 2015,0,0,10238,11000,sedan,0,1,3,0
591072,26-39,male,majority,10-19y,high school,middle class,0.648568123,0,before 2015,0,0,10238,14000,sedan,2,0,1,1
6153,40-64,male,majority,20-29y,university,middle class,0.690224417,1,before 2015,0,0,10238,14000,sedan,0,0,1,0
730240,26-39,female,majority,10-19y,high school,working class,0.364535661,0,before 2015,0,0,10238,,sedan,0,0,1,1
53655,16-25,male,majority,0-9y,none,poverty,0.287749714,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
589233,40-64,male,majority,20-29y,university,upper class,0.563217568,1,after 2015,0,1,10238,10000,sedan,1,0,4,0
360703,16-25,female,majority,0-9y,high school,working class,0.346071743,1,before 2015,0,0,10238,18000,sedan,0,0,0,1
987989,65+,female,majority,30y+,high school,upper class,0.706425556,1,after 2015,0,1,21217,15000,sedan,0,0,1,1
533949,40-64,male,majority,10-19y,high school,middle class,0.43230393,1,before 2015,0,1,10238,10000,sports car,0,0,0,0
832426,16-25,male,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
76617,40-64,male,majority,10-19y,high school,upper class,0.649691908,1,before 2015,1,1,92101,11000,sedan,0,0,1,1
177748,26-39,male,majority,10-19y,none,working class,0.319554862,1,after 2015,0,1,10238,16000,sedan,1,1,0,0
321859,26-39,female,majority,10-19y,university,working class,0.356691656,0,after 2015,1,0,32765,10000,sedan,1,0,2,0
965324,16-25,female,minority,0-9y,none,poverty,0.388036681,0,before 2015,0,0,32765,11000,sedan,0,0,0,1
329584,26-39,female,majority,10-19y,high school,working class,0.451413516,1,before 2015,1,1,10238,9000,sedan,0,0,2,0
41915,26-39,male,majority,0-9y,university,working class,0.602460484,1,before 2015,0,1,10238,14000,sedan,0,0,0,0
396285,40-64,male,majority,20-29y,university,upper class,0.523161344,1,after 2015,1,1,10238,10000,sedan,2,0,3,0
462073,40-64,female,majority,0-9y,high school,upper class,0.77259222,1,before 2015,0,1,10238,10000,sedan,0,0,0,0
909885,65+,male,majority,30y+,university,upper class,0.679418078,1,before 2015,1,1,32765,8000,sedan,11,0,4,0
821375,16-25,male,majority,0-9y,high school,poverty,0.395457465,1,before 2015,0,0,92101,15000,sedan,0,0,0,1
191217,40-64,female,majority,20-29y,none,working class,0.33770726,0,before 2015,0,0,10238,14000,sedan,3,1,1,0
368005,16-25,male,majority,0-9y,university,middle class,0.452800792,1,after 2015,0,0,10238,15000,sedan,0,0,0,1
24745,16-25,male,majority,0-9y,none,poverty,0.373409935,0,before 2015,0,1,32765,9000,sedan,0,0,0,0
350540,65+,female,majority,30y+,university,upper class,0.519763117,1,before 2015,1,1,32765,,sedan,5,1,0,0
83170,40-64,female,majority,0-9y,none,working class,0.466873796,1,before 2015,0,1,32765,11000,sedan,0,0,0,1
349216,65+,male,majority,30y+,university,upper class,0.494500358,1,after 2015,0,1,32765,12000,sedan,13,2,3,0
982232,16-25,male,majority,0-9y,high school,poverty,0.438596842,0,before 2015,0,1,32765,14000,sedan,0,0,0,1
999856,40-64,male,majority,10-19y,high school,upper class,0.600312241,1,before 2015,1,1,10238,10000,sedan,0,0,3,0
643778,16-25,female,majority,0-9y,none,poverty,0.438476101,1,before 2015,0,0,10238,17000,sedan,0,0,0,1
293450,65+,female,majority,30y+,university,upper class,0.705310062,1,before 2015,1,1,10238,15000,sedan,6,0,1,0
998306,26-39,male,majority,10-19y,university,middle class,0.498815133,1,before 2015,0,1,10238,11000,sedan,1,0,1,1
317239,26-39,male,minority,10-19y,none,poverty,0.4473204,0,after 2015,1,1,10238,10000,sedan,3,0,2,0
766735,26-39,female,majority,0-9y,none,poverty,0.355314563,1,before 2015,0,1,32765,,sedan,0,0,0,0
746466,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,1,1,32765,6000,sedan,5,3,1,0
223379,16-25,male,majority,0-9y,high school,poverty,0.352215896,0,before 2015,0,0,10238,,sedan,0,0,0,1
171829,26-39,male,majority,10-19y,none,poverty,0.384700194,0,before 2015,0,0,10238,17000,sedan,0,1,1,1
981859,40-64,male,majority,0-9y,high school,middle class,0.544175259,0,before 2015,1,1,10238,12000,sports car,0,0,0,1
622084,26-39,female,majority,10-19y,university,poverty,0.365982629,1,before 2015,0,1,10238,14000,sedan,0,0,1,0
846782,65+,female,majority,30y+,none,upper class,0.702460095,1,after 2015,0,0,10238,14000,sports car,1,0,1,0
434129,16-25,male,majority,0-9y,none,poverty,0.303899397,1,before 2015,0,0,32765,9000,sedan,0,0,0,0
75718,26-39,female,majority,0-9y,high school,middle class,0.584702388,1,before 2015,1,1,10238,12000,sedan,0,0,0,0
736013,40-64,female,majority,10-19y,university,middle class,0.608155232,0,after 2015,1,1,10238,12000,sedan,0,0,1,0
218342,26-39,female,majority,10-19y,university,middle class,,1,before 2015,1,0,21217,15000,sedan,0,0,1,1
980074,40-64,female,majority,0-9y,high school,upper class,0.786659675,1,before 2015,1,1,10238,12000,sedan,0,0,0,0
308296,16-25,female,majority,0-9y,high school,poverty,0.285006467,0,before 2015,0,0,10238,,sedan,0,0,0,1
447292,16-25,female,majority,0-9y,university,working class,0.494818219,0,after 2015,0,0,10238,16000,sedan,0,0,0,1
572194,26-39,male,majority,10-19y,university,middle class,0.586147773,1,before 2015,1,0,10238,14000,sedan,1,1,0,0
627530,65+,male,majority,0-9y,high school,upper class,0.63138658,1,after 2015,0,1,10238,10000,sedan,0,0,0,0
648539,26-39,male,majority,10-19y,high school,poverty,0.319447709,0,before 2015,0,1,10238,11000,sedan,5,0,1,1
216821,65+,male,minority,30y+,university,upper class,,1,after 2015,1,1,92101,13000,sedan,5,0,2,0
47371,16-25,male,majority,0-9y,none,poverty,0.305156561,0,before 2015,0,0,10238,,sedan,0,0,0,1
245210,26-39,female,majority,10-19y,university,upper class,0.534193226,1,after 2015,1,1,10238,12000,sedan,1,0,1,0
953701,65+,male,majority,30y+,university,upper class,0.598607243,1,before 2015,1,1,10238,11000,sedan,3,1,4,0
655303,40-64,male,majority,10-19y,none,working class,0.308616186,0,before 2015,0,1,92101,12000,sedan,2,1,1,1
150230,16-25,female,majority,0-9y,high school,working class,0.640288423,1,after 2015,0,0,10238,12000,sedan,0,0,0,0
371252,40-64,male,minority,20-29y,none,poverty,,0,before 2015,0,1,10238,13000,sedan,2,1,3,0
957742,65+,female,majority,30y+,university,upper class,0.578013094,1,before 2015,1,1,32765,10000,sedan,3,0,0,0
201110,26-39,male,majority,0-9y,high school,poverty,0.356597081,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
823403,40-64,female,majority,20-29y,high school,upper class,0.592841313,1,after 2015,0,0,10238,12000,sedan,0,1,0,0
571255,16-25,female,majority,0-9y,university,middle class,0.569093674,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
378887,26-39,male,majority,10-19y,high school,working class,0.369950404,0,before 2015,0,1,10238,13000,sedan,3,0,0,1
965897,26-39,female,majority,10-19y,high school,middle class,0.693183375,1,after 2015,1,1,10238,,sedan,0,0,0,0
858866,65+,male,majority,20-29y,university,upper class,0.494571757,1,before 2015,1,1,10238,14000,sedan,1,1,0,0
934520,26-39,male,minority,0-9y,university,upper class,0.626420118,0,after 2015,1,1,10238,12000,sedan,0,0,0,1
784279,40-64,female,majority,10-19y,university,upper class,0.650716744,0,before 2015,0,1,10238,18000,sedan,0,0,0,1
492664,16-25,male,majority,0-9y,university,middle class,,1,before 2015,1,0,32765,10000,sedan,0,0,0,1
512619,65+,female,majority,10-19y,university,upper class,0.754037366,1,after 2015,1,1,10238,12000,sedan,1,0,0,0
498885,65+,male,majority,20-29y,high school,upper class,0.575656331,1,after 2015,1,1,10238,11000,sedan,5,0,1,0
187033,16-25,male,majority,0-9y,high school,working class,0.41068195,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
950680,40-64,female,majority,20-29y,none,working class,0.393605909,1,after 2015,0,0,10238,15000,sedan,0,1,1,0
671195,26-39,female,majority,10-19y,high school,poverty,0.447981539,0,before 2015,0,1,10238,11000,sedan,2,1,1,1
232953,16-25,female,majority,0-9y,high school,poverty,0.428349126,0,before 2015,0,0,32765,13000,sedan,0,0,0,1
635961,65+,female,majority,30y+,high school,upper class,0.603876458,1,after 2015,1,1,32765,8000,sports car,2,0,0,0
32376,26-39,female,majority,10-19y,high school,middle class,0.581750237,1,before 2015,0,1,10238,14000,sedan,0,0,0,1
61203,40-64,female,majority,0-9y,university,upper class,0.639150446,0,after 2015,0,0,10238,13000,sedan,0,0,0,1
203711,26-39,male,majority,10-19y,university,middle class,0.472869429,1,before 2015,1,1,10238,11000,sedan,1,0,4,0
30606,40-64,male,majority,20-29y,high school,working class,,1,before 2015,0,1,10238,13000,sedan,7,0,3,0
415637,26-39,male,majority,10-19y,university,working class,0.498382551,1,after 2015,0,1,10238,12000,sedan,0,0,0,0
128508,16-25,female,majority,0-9y,high school,working class,0.54947396,1,before 2015,0,0,10238,,sedan,0,0,0,1
412652,65+,female,majority,30y+,none,upper class,,1,after 2015,1,1,10238,11000,sedan,7,0,2,0
700543,26-39,female,majority,10-19y,university,upper class,0.586048772,1,before 2015,0,0,10238,,sedan,0,0,1,0
